==== d = 0 patterns with symbolic (q1,q2,q3): linear system for (K, A); consistency constraints on the rod ====
   n=2 e=(1,1,1,3): 10 equations, rank 1 / augmented 1: CONSISTENT for all rods: [{A: 0}]   [2.2s]
   n=5 e=(1,2,1,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 4*q2*(q1 - q2)*(q2 - q3)   [8.0s]
   n=5 e=(1,2,2,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 3   [6.4s]
   n=5 e=(1,2,3,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 12*q2*q3**3*(q1 - q2)*(q2 - q3)   [16.4s]
   n=5 e=(1,3,1,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 12*q2**3   [6.5s]
   n=5 e=(1,3,2,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 12*q2**3*q3*(q1 - q3)*(q2 - q3)   [18.9s]
   n=5 e=(2,1,1,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 4*q1*(q1 - q2)*(q1 - q3)   [10.8s]
   n=5 e=(2,1,2,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 3   [8.5s]
   n=5 e=(2,1,3,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 12*q1*q3**3*(q1 - q2)*(q1 - q3)   [21.3s]
   n=5 e=(2,2,1,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 3   [9.7s]
   n=5 e=(2,2,2,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 3   [28.8s]
   n=5 e=(2,3,1,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 12*q1*q2**3*(q1 - q2)*(q1 - q3)   [22.3s]
   n=5 e=(3,1,1,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 12*q1**3   [6.2s]
   n=5 e=(3,1,2,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 12*q1**3*q3*(q1 - q3)*(q2 - q3)   [20.3s]
   n=5 e=(3,2,1,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 12*q1**3*q2*(q1 - q2)*(q2 - q3)   [21.4s]
   n=6 e=(1,1,3,1): 11 equations, rank 2 / augmented 2: CONSISTENT for all rods: [{A: -(q1*q2 + 3*q1*q3 + 3*q2*q3)/2, K: -(q1 + q2 + 4*q3)/4}]   [5.1s]
   n=6 e=(1,2,2,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = (q2 - q3)**2   [12.6s]
   n=6 e=(1,2,3,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 1   [9.6s]
   n=6 e=(1,3,1,1): 11 equations, rank 2 / augmented 2: CONSISTENT for all rods: [{A: -(3*q1*q2 + q1*q3 + 3*q2*q3)/2, K: -(q1 + 4*q2 + q3)/4}]   [4.6s]
   n=6 e=(1,3,2,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 1   [8.8s]
   n=6 e=(1,3,3,3): 10 equations, rank 2 / augmented 2: CONSISTENT for all rods: [{A: -(q1*q2 + q1*q3 + 3*q2*q3)/2, K: -(q2 + q3)/4}]   [11.4s]
   n=6 e=(2,1,2,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = (q1 - q3)**2   [8.4s]
   n=6 e=(2,1,3,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 1   [8.0s]
   n=6 e=(2,2,1,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = (q1 - q2)**2   [8.3s]
   n=6 e=(2,2,2,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 1   [6.8s]
   n=6 e=(2,2,3,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = (q1 - q2)**2   [22.0s]
   n=6 e=(2,3,1,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 1   [7.4s]
   n=6 e=(2,3,2,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = (q1 - q3)**2   [19.4s]
   n=6 e=(3,1,1,1): 11 equations, rank 2 / augmented 2: CONSISTENT for all rods: [{A: -(3*q1*q2 + 3*q1*q3 + q2*q3)/2, K: -(4*q1 + q2 + q3)/4}]   [3.4s]
   n=6 e=(3,1,2,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 1   [6.7s]
   n=6 e=(3,1,3,3): 10 equations, rank 2 / augmented 2: CONSISTENT for all rods: [{A: -(q1*q2 + 3*q1*q3 + q2*q3)/2, K: -(q1 + q3)/4}]   [9.3s]
   n=6 e=(3,2,1,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 1   [5.8s]
   n=6 e=(3,2,2,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = (q2 - q3)**2   [19.7s]
   n=6 e=(3,3,1,3): 10 equations, rank 2 / augmented 2: CONSISTENT for all rods: [{A: -(3*q1*q2 + q1*q3 + q2*q3)/2, K: -(q1 + q2)/4}]   [9.6s]
   n=7 e=(1,2,3,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 2*q2*(q1 - q2)*(q2 - q3)   [7.8s]
   n=7 e=(1,3,2,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 2*q3*(q1 - q3)*(q2 - q3)   [6.8s]
   n=7 e=(1,3,3,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 6   [5.1s]
   n=7 e=(2,1,3,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 2*q1*(q1 - q2)*(q1 - q3)   [6.8s]
   n=7 e=(2,2,2,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 1   [6.9s]
   n=7 e=(2,2,3,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 3   [5.0s]
   n=7 e=(2,3,1,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 2*q1*(q1 - q2)*(q1 - q3)   [5.7s]
   n=7 e=(2,3,2,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 3   [4.7s]
   n=7 e=(2,3,3,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 6*q1*(q1 - q2)*(q1 - q3)   [15.0s]
   n=7 e=(3,1,2,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 2*q3*(q1 - q3)*(q2 - q3)   [5.5s]
   n=7 e=(3,1,3,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 6   [4.5s]
   n=7 e=(3,2,1,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 2*q2*(q1 - q2)*(q2 - q3)   [5.2s]
   n=7 e=(3,2,2,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 3   [4.5s]
   n=7 e=(3,2,3,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 6*q2*(q1 - q2)*(q2 - q3)   [14.3s]
   n=7 e=(3,3,1,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 6   [3.7s]
   n=7 e=(3,3,2,3): 10 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 6*q3*(q1 - q3)*(q2 - q3)   [13.9s]
   n=8 e=(1,3,3,1): 11 equations, rank 2 / augmented 2: CONSISTENT for all rods: [{A: -3*(q1*q2 + q1*q3 + 2*q2*q3)/2, K: -(q1 + 4*q2 + 4*q3)/4}]   [2.3s]
   n=8 e=(2,2,3,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = (q1 - q2)**2   [5.6s]
   n=8 e=(2,3,2,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = (q1 - q3)**2   [5.6s]
   n=8 e=(2,3,3,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 3   [6.2s]
   n=8 e=(3,1,3,1): 11 equations, rank 2 / augmented 2: CONSISTENT for all rods: [{A: -3*(q1*q2 + 2*q1*q3 + q2*q3)/2, K: -(4*q1 + q2 + 4*q3)/4}]   [2.7s]
   n=8 e=(3,2,2,1): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = (q2 - q3)**2   [6.2s]
   n=8 e=(3,2,3,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 3   [5.9s]
   n=8 e=(3,3,1,1): 11 equations, rank 2 / augmented 2: CONSISTENT for all rods: [{A: -3*(2*q1*q2 + q1*q3 + q2*q3)/2, K: -(4*q1 + 4*q2 + q3)/4}]   [2.6s]
   n=8 e=(3,3,2,2): 11 equations, rank 2 / augmented 3: INCONSISTENT for generic rods; gcd of constraints = 3   [6.2s]
   n=8 e=(3,3,3,3): 10 equations, rank 2 / augmented 2: CONSISTENT for all rods: [{A: -3*(q1*q2 + q1*q3 + q2*q3)/2, K: -(q1 + q2 + q3)/4}]   [10.0s]

######## rod QA-matched (1,2) rod: q1 = 111421/500000, q2 = 2212881/1000000, q3 = -19591/8000  (C = -0.5495, tau0 = 0.7601, L = 6.6570) ########
Traceback (most recent call last):
  File "/home/user/QS_MHS_search/search/round2/rod-axis-elliptic/kovacic_case2.py", line 174, in <module>
    
    ^
  File "/home/user/QS_MHS_search/search/round2/rod-axis-elliptic/kovacic_case2.py", line 127, in analyse_rod
    if K not in s_:
                 ^^^
KeyError: K

real	12m13.895s
user	6m29.554s
sys	0m0.372s
